Title	Order	Category	Min players	Max players	Best # of Players	Difficulty	Duration	max duration	Min Player Age	BGG Rating	Type of Game	Classic	co-op	Party	Expansion	Description	Notes
Grizzled, The	6	Co-Op	2	5	4–5	1.98	30	30	14	7.13	thematic	FALSE	TRUE	FALSE	FALSE	With paltry resources and limited luck, your group must survive WWI in the trenches.	
Guerilla	7	2-Player	2	2	2	2.33	30	30	12	7.14	abstracts	FALSE	FALSE	FALSE	FALSE	Multi-player card game simulation of a conflict between rebel and government forces.	
Guess Who?: Card Game	7	2-Player	2	2	2	1.00	0	0	5	4.68		FALSE	FALSE	FALSE	FALSE	It's a twist on Guess Who? gameplay with cards! 	2 copies
Guild of Merchant Explorers, The	4	Standard	1	4	2	2.04	45	45	14	7.69	strategy, family	FALSE	FALSE	FALSE	FALSE	Explore strange lands, establish trade routes, and search for treasure.	
Guildhall	4	Standard	2	4	2	2.07	30	45	10	6.88	strategy, family	FALSE	FALSE	FALSE	FALSE	Ignite abilities of historians, dancers, assassins to fill chapters in your guildhall	AEG Black Box
Guillotine	3	Lighter	2	5	4	1.27	30	30	12	6.54	family	FALSE	FALSE	FALSE	FALSE	Manipulate the line to collect the most valuable heads.	
Hadrian's Wall	5	Advanced	1	6	1	3.16	30	60	12	7.93	strategy	FALSE	FALSE	FALSE	FALSE	Compete as one of six Roman Generals in charge of a milecastle along Hadrian's Wall.	
Hanabi	6	Co-Op	2	5	4	1.69	25	25	8	7.04	family	FALSE	TRUE	FALSE	FALSE	Give hints to create sets of fireworks and try to avoid a pyrotechnical disaster.	
Harbour	4	Standard	1	4	2	2.07	30	60	10	6.49	strategy, family	FALSE	FALSE	FALSE	FALSE	Outwit and outsell your competitors in a quick shifting fantasy market.	
Harmonies	10	 										FALSE	FALSE	FALSE	FALSE		
Harvest Hoppers	2	Classic	2	6		2.50	30	60	8	7.63		TRUE	FALSE	FALSE	FALSE	Cute but competitive game of area majority and set collection.	
Hegemony: Lead Your Class to Victory	5	Advanced	2	4	4	4.20	90	180	14	8.45	strategy	FALSE	FALSE	FALSE	FALSE	Simulate a whole contemporary nation in this asymmetric, politico-economic euro-game.	
Helsinki: Deluxe	3	Lighter	2	4		0.00	45	45	10	6.86		FALSE	FALSE	FALSE	FALSE	Build pavilions across Helsinki's most famous square.	
HeroQuest	4	Standard	2	5	5	2.14	90	90	14	7.21	thematic	FALSE	FALSE	FALSE	FALSE	Explore dungeons and complete quests in this RPG-inspired fantasy adventure.	
Hibachi	3	Lighter	2	4	3–4	1.57	45	45	10	7.03	family	FALSE	FALSE	FALSE	FALSE	Become the most successful teppanyaki chef in Hibachi—but be careful how you throw!	
Hickory Dickory	4	Standard	1	4	3	2.61	60	120	10	7.09		FALSE	FALSE	FALSE	FALSE	Mice compete in a royal scavenger hunt inside a cuckoo clock.	
HIT	4	Standard	2	4	3	2.00	0	0	8	6.18		FALSE	FALSE	FALSE	FALSE	Use your cards well to bring your pawns home.	
Hive	7	2-Player	2	2	2	2.32	20	20	9	7.32	abstracts	FALSE	FALSE	FALSE	FALSE	Use your insects to trap your opponent's Queen Bee in this board-less abstract game.	
Hocus Pocus	3	Lighter	2	6		0.00	30	30	12	4.50		FALSE	FALSE	FALSE	FALSE	Players are young wizards who fight over magic gems.	
Home Sweet Home (or Not)	4	Standard	2	5	2	2.00	30	30	8	5.40		FALSE	FALSE	FALSE	FALSE	counting how many windows there are and place the corresponding roof card on the top	
Homebrewers	4	Standard	2	5	4	2.44	45	60	14	7.11		FALSE	FALSE	FALSE	FALSE	Earn the most prestige by brewing delicious home made beers.	
Honey Buzz	4	Standard	1	4	3	2.73	45	90	10	7.55	strategy, family	FALSE	FALSE	FALSE	FALSE	Bees have discovered economics! Make and sell honey to get money and win!	
Hooky	4	Standard	3	5	4–5	2.46	45	60	14	7.43	strategy	FALSE	FALSE	FALSE	FALSE	Can you figure out which students are playing hooky?	
Horrified	4	Standard	1	5	3	2.02	60	60	10	7.63	thematic, family	FALSE	FALSE	FALSE	FALSE	Classic movie monsters terrorize a town! Can your team stop them in time?	
Horrified: American Monsters	4	Standard	1	5	2–3	2.19	60	60	10	7.48	strategy	FALSE	FALSE	FALSE	FALSE	Monsters from American folklore terrorize the nation. Can your team stop them?	
Hot Seat	1	Party	3	99	6–9	1.00	30	60	10	5.69		FALSE	FALSE	TRUE	FALSE	Find out how much you know about your friends in this truth-seducing party game.	
Hues and Cues	1	Party	3	10	6–8	1.09	30	30	8	6.55	party, family	FALSE	FALSE	TRUE	FALSE	How well can you describe a color hue without using a primary color's name?!	
I'm A Poet (and yes I know it)	3	Lighter	3	8		0.00	10	30	10	4.00		FALSE	FALSE	FALSE	FALSE	Players use a quick wit to snatch Shakespeare and recite the rhyme.	
Iberian Gauge	4	Standard	3	5	5	2.47	60	90	12	7.29	strategy	FALSE	FALSE	FALSE	FALSE	Invest in train companies and expand — or watch your fortunes fall.	
ICECOOL	3	Lighter	2	4	4	1.06	30	30	6	6.79	childrens,family	FALSE	FALSE	FALSE	FALSE	Flick high school penguins to catch fish without getting caught by the hall monitor.	
Ierusalem: Anno Domini	5	Advanced	1	4	4	3.10	90	90	12	7.60	strategy	FALSE	FALSE	FALSE	FALSE	Manage resources and gain influence to sit near Jesus at the Last Supper.	
IKI	5	Advanced	2	4	4	3.05	60	90	14	7.63	strategy	FALSE	FALSE	FALSE	FALSE	Hire artisans, set them up in the market and acquire prestige in feudal Japan.	
Imhotep	4	Standard	2	4	4	2.01	40	40	10	7.14	family	FALSE	FALSE	FALSE	FALSE	Gather, ship, and lay stones to build the most magnificent monuments in Egypt.	
Imhotep: The Duel	7	2-Player	2	2	2	1.97	30	30	10	7.06	strategy, family	FALSE	FALSE	FALSE	FALSE	Unload building materials from ships, but your opponent’s plans might mess up yours.	
In the Footsteps of Marie Curie	4	Standard	2	4	2, 4	2.00	20	30	10	6.82		FALSE	FALSE	FALSE	FALSE	Help the famous scientist win her double Nobel Prize in this family game.	
In the Palm of Your Hand	3	Lighter	2	8	4	1.00	20	30	10	6.78		FALSE	FALSE	FALSE	FALSE	When imagination meets the sense of touch.	
Inis	5	Advanced	2	4	4	2.95	60	90	14	7.83	strategy	FALSE	FALSE	FALSE	FALSE	Claim the crown through merit and wisdom in this Celtic island struggle.	
Initiative, The	4	Standard	1	4	4	2.02	30	60	8	7.55	thematic, family	FALSE	FALSE	FALSE	FALSE	Unravel the secret of The Key, a game within a game set in the year 1994.	
Innovation	4	Standard	2	4	2	2.77	45	60	12	7.30	strategy	FALSE	FALSE	FALSE	FALSE	Guide your civilization with inventions from the stone age through to the modern era.	
Intarsia	4	Standard	2	4	2	2.00	40	60	10	7.11		FALSE	FALSE	FALSE	FALSE	Assemble a valuable parquet floor with beautiful wooden ornaments.	
Invasion from Outer Space: The Martian Game	4	Standard	2	6	5	2.79	60	120	12	7.07	thematic	FALSE	FALSE	FALSE	FALSE	A Martian horror board game!	
Inventors of the South Tigris	5	Advanced	1	4	3	4.34	90	120	12	7.93		FALSE	FALSE	FALSE	FALSE	Invent, build, test, and publish your ingenious devices.	
Invincible: The Hero-Building Game	4	Standard	1	4	3–4	2.63	45	90	14	8.03		FALSE	FALSE	FALSE	FALSE	Build superheroes together in the Invincible universe.	
Ion: A Compound Building Game	3	Lighter	2	7	4	1.35	20	40	8	6.34	family	FALSE	FALSE	FALSE	FALSE	A card drafting game where players select from a number of available Ion Cards and Noble Gas cards with the goal of creating sets of compounds and inert noble gases.	
Isle of Skye: From Chieftan to King	4	Standard	2	5	3–4	2.26	30	50	8	7.40	strategy, family	FALSE	FALSE	FALSE	FALSE		
Islebound: Emerald Edition	4	Standard	2	4		2.00	90	90	13	7.89		FALSE	FALSE	FALSE	FALSE	Conquer or ally, Collect Treasure, Build your city!	
Istanbul	4	Standard	2	5	4	2.58	40	60	10	7.54	strategy, family	FALSE	FALSE	FALSE	FALSE	Send your assistants through the shops of Istanbul as you race to acquire rubies.	
Istanbul: Choose & Write	4	Standard	1	5	2	1.80	30	45	8	6.51		FALSE	FALSE	FALSE	FALSE	Once again you're on a quest for rubies at Istanbul's bazaar.	
It's a Wonderful Kingdom	7	2-Player	1	2	2	2.60	45	45	14	7.17	strategy	FALSE	FALSE	FALSE	FALSE	Build up your kingdom by getting your hands on the best cards.	
It's a Wonderful World	4	Standard	1	5	4	2.32	45	45	14	7.66	strategy	FALSE	FALSE	FALSE	FALSE	Draft yourself the ‘perfect’ dystopia, complete projects and churn out resources.	
Jaipur	7	2-Player	2	2	2	1.46	30	30	10	7.49	family	FALSE	FALSE	FALSE	FALSE	Trade and sell goods to become the most wealthy merchant in this short game for two.	
Jekyll vs. Hyde	7	2-Player	2	2	2	1.86	30	30	8	7.22	family	FALSE	FALSE	FALSE	FALSE	Will you maintain balance or give in to darkness in the battle of Hyde and Jekyll?	
Jenga	2	Classic	1	8	4	1.11	20	20	6	5.65	party	TRUE	FALSE	TRUE	FALSE	How high can you go before your tower comes crashing down!?	
John Company: Second Edition	5	Advanced	1	6	4–5	4.44	90	240	13	8.29	thematic, strategy	FALSE	FALSE	FALSE	FALSE	Promise and cajole your way to the top whilst running the East India Company.	
Joking Hazard	1	Party	3	10	5	1.02	30	90	18	6.25	party	FALSE	FALSE	TRUE	FALSE	Now YOU can create a hilarious dirty three-panel comic with your friends!	
Juicy Fruits	4	Standard	1	4	3	2.02	20	50	8	7.02	family	FALSE	FALSE	FALSE	FALSE	Collect fruits and put them to clever use to end up with the most attractive island.	
Jump Drive	4	Standard	2	4	3	2.00	10	30	13	7.01	strategy, family	FALSE	FALSE	FALSE	FALSE	Race to build the best space empire of alien worlds and new technologies.	
Jumping Balls Game	1	Party							6			FALSE	FALSE	TRUE	FALSE		
Just Desserts	3	Lighter	2	5	3	1.33	25	25	8	5.81	family	FALSE	FALSE	FALSE	FALSE	Waiters and waitresses compete to serve up the tastiest desserts to their guests.	
Just Desserts: Just Coffee	3	Lighter	2	5	4	1.50	20	30	8	6.23		FALSE	FALSE	FALSE	TRUE	Just Coffee adds six new edibles to the Just Desserts base game.	w/ just desserts
Katamino Tower	7	2-Player	1	2	1	2.00	0	0	0	6.65		FALSE	FALSE	FALSE	FALSE	Classic Katamino, now in 3D!	
King of Tokyo	3	Lighter	2	6	4–5	1.49	30	30	8	7.13	family	FALSE	FALSE	FALSE	FALSE	Prove your dominance by destroying Tokyo or by being the last monster left standing.	
King of Tokyo/New York: Monster Pack – Cthulhu	4	Standard	2	6	3–4, 6	1.75	30	0	8	7.45		FALSE	FALSE	FALSE	FALSE		
King of Tokyo: Duel	7	2-Player	2	2	2	2.19	20	20	8	7.31	family	FALSE	FALSE	FALSE	FALSE	Monsters go head-to-head in Tokyo to prove their ferocity and media skills.	
Kingdom Builder	4	Standard	2	4	4	2.06	45	45	8	6.94	strategy, family	FALSE	FALSE	FALSE	FALSE	Build across varied terrains to establish the best kingdom for your people.	
Kingdom Legacy: Feudal Kingdom	6	Co-Op	1	1	1	2.15	360	480	14	8.56	thematic, strategy	FALSE	TRUE	FALSE	FALSE	A six hour solo campaign for adventurous, strategic minds.	
Kingdom Rush: Rift in Time	5	Advanced	1	4	1–2	2.99	45	90	10	7.34	strategy	FALSE	FALSE	FALSE	FALSE	Defend the kingdom by arranging damage tiles on grids of attacking hordes.	
Kingdomino	3	Lighter	2	4	2, 4	1.23	15	25	8	7.30	family	FALSE	FALSE	FALSE	FALSE	Build a kingdom with varied terrains on domino-shaped tiles in this fast family game.	
Kingdomino Duel	7	2-Player	2	2	2	1.53	20	20	8	6.71	family	FALSE	FALSE	FALSE	FALSE	Build a kingdom with varied terrains by drafting dice in this fast family duel game.	
Kingdomino Origins	4	Standard	2	4	2, 4	1.90	20	40	8	7.49	family	FALSE	FALSE	FALSE	FALSE	Go back in time to the prehistoric era of  Kingdomino!	
Kingdoms of the Deep	4	Standard	1	6	3–4	2.00	45	60	10	6.61		FALSE	FALSE	FALSE	FALSE	Deploy your aquatic forces to take control of the ocean kingdoms!	
Kitchen Rush (Revised Edition)	4	Standard	2	4	4	2.12	20	60	8	7.46	thematic, family	FALSE	FALSE	FALSE	FALSE	Juggle orders, prepare dishes, and stock the pantry to satisfy your hungry customers.	
Kites	3	Lighter	2	6	4–6	1.05	10	10	10	6.95	party, family	FALSE	FALSE	FALSE	FALSE	Keep the kites in the air by playing your cards just right.	
Kittin	3	Lighter	2	8	4	1.00	3	15	6	6.18		FALSE	FALSE	FALSE	FALSE	Stack polyomino-shaped cats as quick as you can!	
Koryŏ	4	Standard	2	4	3	1.87	10	20	13	6.59	strategy	FALSE	FALSE	FALSE	FALSE	Spread your influence by gaining control of families with unique powers.	
Kronologic: Paris 1920	4	Standard	1	4	1, 3	2.27	30	30	10	7.48		FALSE	FALSE	FALSE	FALSE	Be the first to crack the case by interrogating suspects and deducing the culprit.	
Lacrimosa	5	Advanced	1	4	3	3.16	90	90	14	7.68	strategy	FALSE	FALSE	FALSE	FALSE	Participate in the completion of Wolfgang Amadeus Mozart's last piece: the Requiem.	
Ladies & Gentlemen	1	Party	4	10	6, 8	2.09	30	30	14	6.46	thematic,party	FALSE	FALSE	TRUE	FALSE	Pull together the best-looking and most famous couple who will attend the big ball.	
Lagoon: Land of Druids	4	Standard	1	4	2	2.73	60	60	14	6.20	strategy	FALSE	FALSE	FALSE	FALSE	Lead a circle of druids to shape the fantastical world of Lagoon by harnessing the power of its magical lands to bend destiny.	
Landmarks	3	Lighter	2	10	2, 4	1.44	0	20	8	7.04		FALSE	FALSE	FALSE	FALSE	You have the map but your party is lost! Lead them to treasure with one-word clues.	
Last Garden, The	4	Standard	2	4	3	2.33	30	45	13	6.89		FALSE	FALSE	FALSE	FALSE	One woman is all that remains of the human race, and she is known only by her title: The Queen.	
Last Night on Earth: Growing Hunger	6	Co-Op	2	6	5	2.60	60	90	12	7.60	thematic	FALSE	TRUE	FALSE	FALSE	Introduces new game mechanics and exciting new Scenarios to challenge players.	
Last Night on Earth: The Zombie Game	6	Co-Op	2	6	5	2.30	60	90	12	6.90	thematic	FALSE	TRUE	FALSE	FALSE	A handful of survivors aim to survive the night against the zombie horde.	
Leaf	4	Standard	1	4	3	2.09	30	45	8	7.46	family	FALSE	FALSE	FALSE	FALSE	Players embody the spirit of the wind and guide the leaves to the forest floor!	
League of the Lexicon	3	Lighter	2	6	3	1.00	30	90	10	7.42		FALSE	FALSE	FALSE	FALSE	Adventuring lexicographers battle to be crowned the ultimate wordsmith.	
League of the Lexicon: Junior Edition	3	Lighter	2	6		0.00	30	90	8	0.00		FALSE	FALSE	FALSE	FALSE	500 more questions geared towards a younger audience.	
Leanin' Tower of Pizza!	1	Party	1	4		0.00	5	15	4	8.00		FALSE	FALSE	TRUE	FALSE	Precisely position pizzas in a precarious pillar!	
Legacy of Dragonholt	6	Co-Op	1	6	1	1.25	60	999	14	7.20	rpgitem, thematic	FALSE	TRUE	FALSE	FALSE	Choose your path as you progress through a fantasy RPG style adventure.	
Legend of the Five Rings: The Card Game	7	2-Player	2	2	2	4.00	45	90	14	7.35	cgs	FALSE	FALSE	FALSE	FALSE	Bring honor and glory to your clan by engaging in military and political conflicts.	
Legendary Encounters: A Firefly Deck Building Game	4	Standard	1	5	3	2.57	45	90	14	7.09	thematic	FALSE	FALSE	FALSE	FALSE	Assemble the galaxy's most lovable rogues to steal goods and escape the inevitable!	
Legends of Andor	4	Standard	2	4	4	2.76	60	90	10	7.10	thematic	FALSE	FALSE	FALSE	FALSE	A group of heroes carefully executes the defense of a besieged kingdom.	
Let's Go! To Japan	4	Standard	1	4	3	2.11	45	60	10	7.78	strategy, family	FALSE	FALSE	FALSE	FALSE	Create a travel itinerary and go on your dream vacation to Japan.	
Letters from Whitechapel	6	Co-Op	2	6	2	2.65	90	90	14	7.34	thematic,strategy	FALSE	TRUE	FALSE	FALSE	Slip away as Jack the Ripper or track his hidden movement as a team of investigators.	
Lewis & Clark: The Expedition	5	Advanced	1	5	3	3.32	120	120	14	7.44	strategy	FALSE	FALSE	FALSE	FALSE	Explorers race from Missouri to Oregon, asking local Native American tribes for help.	
Libertalia	4	Standard	2	6	4	2.24	40	60	14	7.12	strategy	FALSE	FALSE	FALSE	FALSE	Scurvy pirate crews try to divide loot for glory and riches.	
Lifeboat	1	Party	4	6	6	1.74	60	60	13	6.30	party	FALSE	FALSE	TRUE	FALSE	Supplies are tight on the lifeboat. Protect your love and take out your rival.	
Light in the Mist, the	5	Advanced	1	4	2	2.94	300	500	14	8.12		FALSE	FALSE	FALSE	FALSE	A tarot deck leads you on a puzzling journey to find a missing friend.	
Link City	2	Classic	2	6	3–4	1.20	30	30	8	7.26	party	TRUE	FALSE	FALSE	FALSE	The best city is the city you build together.	
Literary Charades	1	Party	2	100	6,8	1.00	30	120	6		party	FALSE	FALSE	TRUE	FALSE		
Living Forest	4	Standard	1	4	3	2.21	40	40	10	7.26	family	FALSE	FALSE	FALSE	FALSE	Use the powers of your animal guardians to protect the living forest.	
Llamas Unleashed	1	Party	2	8	4–5	1.58	30	45	14	6.14	party	FALSE	FALSE	TRUE	FALSE	Get 7 animals into your field before your opponents.	
Loonacy	1	Party	2	5	4–5	1.08	5	10	8	6.26	family	FALSE	FALSE	TRUE	FALSE	Play your domino-style cards as fast as you can on shared piles.	
Looot	4	Standard	2	4	2–3	2.07	35	35	10	7.09	family	FALSE	FALSE	FALSE	FALSE	Gather resources and capture buildings to develop your fjord.	
Lord of the Rings Adventure Book Game, The	6	Co-Op	1	4	2	2.10	20	160	10	7.18	thematic	FALSE	TRUE	FALSE	FALSE	Make your way through The Lord of the Rings saga — one game at a time.	
Lord of the Rings, The: Duel for Middle-earth	7	2-Player	2	2	2	2.03	30	45	10	8.49	strategy	FALSE	FALSE	FALSE	FALSE	Play as the Fellowship or Sauron and attempt to determine the fate of Middle-earth.	
Lord of the Rings, The: The Card Game	7	2-Player	1	2	2	3.21	30	60	13	7.66	cgs	FALSE	FALSE	FALSE	FALSE	Tiny hobbits set course for Mount Doom. Will they save Middle Earth from Sauron?	
Lords of Waterdeep	4	Standard	2	5	3–4	2.45	60	120	12	7.73	strategy	FALSE	FALSE	FALSE	FALSE	Deploy agents and hire adventurers to expand your control over the city of Waterdeep.	
Lost Cities: Expedition 6 – The Lost Expedition	7	2-Player	2	2	2	1.33	30	30	10	7.17	family	FALSE	FALSE	FALSE	FALSE		
Lost Ruins of Arnak	5	Advanced	1	4	3	2.92	30	120	12	8.07	strategy	FALSE	FALSE	FALSE	FALSE	Explore an island to find resources and discover the lost ruins of Arnak.	
Lotus	6	Co-Op	2	4	3	1.46	30	30	8	6.67	family	FALSE	TRUE	FALSE	FALSE	Bid with petal cards for mystical blooms.	
Love Letter	1	Party	2	6	4	1.12	20	20	10	7.52	party,family	FALSE	FALSE	TRUE	FALSE	Help sneakily maneuver your love letter to the Princess—or to those closest to her.	
Lucha Wars	4	Standard	2	8	2	2.00	15	45	8	6.76		FALSE	FALSE	FALSE	FALSE	Dice chucking wrestling fun, with dexterity rolls, combos and more	
Lumicora	4	Standard	2	4	3	2.00	40	60	10	6.67		FALSE	FALSE	FALSE	FALSE	Save the beautiful habitat and construct a luminescent coral reef.	
Machi Koro	3	Lighter	2	4	4	1.52	30	30	10	6.60	family	FALSE	FALSE	FALSE	FALSE	As a newly elected mayor, develop a city and populate it with impressive landmarks.	
Machi Koro: Bright Lights, Big City	4	Standard	2	5	3–4	1.86	30	30	10	6.64	family	FALSE	FALSE	FALSE	FALSE	As mayor, create a unique city tableau to bend dice rolls in your favor.	
Mafia de Cuba	1	Party	6	12	8–10	1.47	10	20	10	6.52	party	FALSE	FALSE	TRUE	FALSE	Catch diamond thieves or steal from the mob boss in this social deduction game.	
Mage Knight Board Game	5	Advanced	1	4	1–2	4.37	60	240	14	8.08	thematic, strategy	FALSE	FALSE	FALSE	FALSE	Build your hero’s spells, abilities, and artifacts as you explore & conquer cities.	
Mage Wars Arena	7	2-Player	2	2	2	3.68	90	90	13	7.58	cgs	FALSE	FALSE	FALSE	FALSE	Fight to the death as a powerful mage in this game of deep strategy and decisions!	
Magic Maze	4	Standard	1	8	4	1.75	15	15	8	6.95	party,family	FALSE	FALSE	FALSE	FALSE	Silently cooperate to rob a labyrinthine shopping mall before time runs out.	
Maglev Metro	5	Advanced	1	4	3	2.80	60	90	14	7.22	strategy	FALSE	FALSE	FALSE	FALSE	Efficiency is the key to rebuilding the city transit with maglev tech.	
Maki Master	3	Lighter	1	4	2	1.63	30	60	8	7.33		FALSE	FALSE	FALSE	FALSE	Become a master sushi chef and complete your recipes with style!	
Mancala	2	Classic	2	2	2	1.60	10	10	5	5.99	abstracts	TRUE	FALSE	FALSE	FALSE	Move your seeds strategically to capture your opponents' seeds.	
Mansions of Madness	6	Co-Op	2	5	5	3.25	120	180	13	7.26	thematic	FALSE	TRUE	FALSE	FALSE	Spectral horrors and monstrosities await! Will you defeat them, or be driven mad?	
Market of Alturien	4	Standard	2	6	5–6	1.88	60	60	10	5.42	strategy, family	FALSE	FALSE	FALSE	FALSE	Fight for influence and power in the medieval marketplace of Alturien.	
Mars Needs Mechanics	4	Standard	2	4	3	1.94	45	45	10	5.75	strategy	FALSE	FALSE	FALSE	FALSE	Engineers and tinkerers from all over the Empirehave come to compete for the opportunity to go to Mars.	
Marvel Champions: The Card Game	5	Advanced	1	4	1–2	2.94	45	90	14	8.12	cgs	FALSE	FALSE	FALSE	FALSE	Battle Marvel villains with unique teams of iconic heroes in this LCG.	
Marvel Villainous: Infinite Power	4	Standard	2	4	3–4	2.71	40	80	12	6.75	strategy	FALSE	FALSE	FALSE	FALSE	Claim Infinite Power as one of many Marvel Villains in the next chapter of Villainous	
Marvel Villainous: Infinite Power	4	Standard	2	4	3–4	2.71	40	80	12	6.75	strategy	FALSE	FALSE	FALSE	FALSE	Claim Infinite Power as one of many Marvel Villains in the next chapter of Villainous	
Master of Orion: Conquest	7	2-Player	2	2	2	2.67	30	45	13	4.83		FALSE	FALSE	FALSE	FALSE	Play as one of two species in the galaxy in this a two-player dueling deckbuilder.	
Master of Orion: The Board Game	4	Standard	2	4	3	2.43	40	60	12	6.92	strategy	FALSE	FALSE	FALSE	FALSE	Develop your race, conquer new systems and lead your civilization to prosperity.	
Maximum Throwdown: Overload	3	Lighter	2	6		1.50	30	30	0	4.70		FALSE	FALSE	FALSE	FALSE		AEG Black Box
Meadow	4	Standard	1	4	2	2.25	60	90	10	7.73	strategy, family	FALSE	FALSE	FALSE	FALSE	Start your journey into nature and collect cards to become a true nature observer.	
Medium	1	Party	2	8	4	1.07	30	45	14	6.88	party	FALSE	FALSE	TRUE	FALSE	Mind meld with a partner to find the word that connects two played word cards.	
MESOS	4	Standard	2	5	4	2.00	20	50	10	7.22		FALSE	FALSE	FALSE	FALSE	Take the role of a Mesolithic leader and guide your tribe to victory.	
Mice and Mystics	4	Standard	1	4	4	2.73	60	90	7	7.22	thematic	FALSE	FALSE	FALSE	FALSE	After being turned into mice, a prince and his allies experience giant-sized stories.	
MicroMacro: Crime City	3	Lighter	1	4	2	1.10	15	45	12	7.49	family	FALSE	FALSE	FALSE	FALSE	Find the small traces to solve the big cases.	
MicroMacro: Crime City – Showdown	3	Lighter	1	4	2	1.00	15	45	12	7.93	thematic, family	FALSE	FALSE	FALSE	FALSE	Numerous new crimes in the city.	
Middle Ages	4	Standard	2	5	3–4	2.07	30	30	10	7.19	family	FALSE	FALSE	FALSE	FALSE	Develop your fiefdom tile by tile to become the wealthiest noble of the kingdom!!	
Milkman	4	Standard	2	4	2, 4	2.00	30	60	10	7.38		FALSE	FALSE	FALSE	FALSE	Use dice to process and deliver milk to thirsty customers in 1950s America.	
Mille Bornes	2	Classic	2	6	4	1.25	45	45	8	5.71	family	TRUE	FALSE	TRUE	FALSE	A race to the finish line while slowing others with wrecks, flats and out-of-gas.	
Mille Fiori	4	Standard	2	4	4	2.19	60	90	10	7.43	strategy, family	FALSE	FALSE	FALSE	FALSE	Claim your share of workshops, trade shops, and patrons to score.	
Million Dollars But... The Game	1	Party	2	6	4, 6	1.25	30	30	17	5.36		FALSE	FALSE	TRUE	FALSE	Put your morals and imagination to the test; What would you do for a million dollars?	
Million Dollars But... The Game: Expansion Pack 1	1	Party	3	10		1.00	30	45	17	5.39		FALSE	FALSE	TRUE	FALSE	Put your morals and imagination to the test; What would you do for a million dollars?	
Mind MGMT: The Psychic Espionage “Game.”	6	Co-Op	1	5	2–3	2.92	60	60	13	7.90	strategy	FALSE	TRUE	FALSE	FALSE	Psychic rogue agents team up to track down the Recruiter in Zanzibar.	
Mind Space	4	Standard	1	5	2	1.89	30	30	11	7.25		FALSE	FALSE	FALSE	FALSE	Fill your brain with colorful emotions to achieve serenity!	
Mind the Gap	1	Party	2	99	4, 6	1.00	10	60	10	5.71		FALSE	FALSE	TRUE	FALSE	A trivia game for multiple generations.	
Mind, The	1	Party	2	4	4	1.08	20	20	8	6.75	party,family	FALSE	FALSE	TRUE	FALSE	Play your cards in ascending order without communicating. Timing is key!	
Mindbug: First Contact	7	2-Player	2	2	2	1.95	15	25	8	7.67	strategy, family	FALSE	FALSE	FALSE	FALSE	Serve the Mindbug, summon hybrids, and mind-control your opponent's best cards.	
Minecraft: Builders & Biomes	4	Standard	2	4	3	2.01	30	60	10	6.92	family	FALSE	FALSE	FALSE	FALSE	Collect rare blocks and build spectacular structures, but beware of dangerous mobs!	
Miyabi	4	Standard	2	4	2–3	2.04	45	45	8	7.44	abstracts, family	FALSE	FALSE	FALSE	FALSE	Design a multilevel garden and vie to collect the most of each landscaping element.	
Moa	4	Standard	2	5	4	2.62	45	60	10	6.35	strategy	FALSE	FALSE	FALSE	FALSE	Lead your bird tribe to compete for control while resisting invading mammals.	
Monikers	3	Lighter	4	16	6, 8, 10	1.10	30	60	17	7.78	party	FALSE	FALSE	FALSE	FALSE	This curated version of a classic game is guaranteed to create laughs!	
Monopoly	2	Classic	2	8	4	1.62	60	180	8	4.36	family	TRUE	FALSE	FALSE	FALSE	In this competitive real estate market, there's only one possible outcome: Monopoly!	
Monopoly Knockout	3	Lighter	2	8	4	1.67	20	40	8	7.07		FALSE	FALSE	FALSE	FALSE	Slide your tokens on the Monopoly game board to collect cash and avoid jail.	
Monopoly: The Card Game	3	Lighter	2	6	4	1.46	30	30	8	5.56	family	FALSE	FALSE	FALSE	FALSE	Be the quickest to form a set in this Monopoly-themed, Rummy-like card game.	
Monster Chase	3	Lighter	1	6	3	1.02	10	10	4	6.31	childrens	FALSE	FALSE	FALSE	FALSE	Ever wanted to experience Monsters Inc.? This is as close as you get.	
Mountains of Madness	6	Co-Op	3	5	4–5	2.07	60	90	12	6.50	party	FALSE	TRUE	FALSE	FALSE	Work together to reach the Lovecraftian peak, while dodging insanity cards.	
Munchkin	1	Party	3	6	4	1.81	60	120	10	5.87	thematic, party	FALSE	FALSE	TRUE	FALSE	Attack and loot in this humorous, card-based dungeon crawler.	
Munchkin Apocalypse	1	Party	3	6	4–5	2.09	90	90	10	6.42	party	FALSE	FALSE	TRUE	FALSE	A core set in the Munchkin series with an end of the world theme.	
Munchkin Deluxe	1	Party	3	6	4	1.81	60	120	10	5.87	thematic, party	FALSE	FALSE	TRUE	FALSE	Attack and loot in this humorous, card-based dungeon crawler.	
Mushroom Cats!	10	 										FALSE	FALSE	FALSE	FALSE		
My City	4	Standard	2	4	4	1.97	30	30	10	7.62	strategy, family	FALSE	FALSE	FALSE	FALSE	Develop your city through the ages in this family-friendly legacy experience.	
My Farm Shop	4	Standard	2	4	2	2.00	45	45	8	6.98	family	FALSE	FALSE	FALSE	FALSE	Update and upgrade your farm to sell the most goods for the win!	
